Title,Link,Date,Comments,Likes,Tweets,LinkedIn,Pins,+ 1's
"Click on this crazy widget, thanks :)",http://andrewchenblog.com/2007/05/21/click-on-this-crazy-widget-thanks/,"
    Written by Andrew Chen 
    May 21st, 2007 at 6:09 pm",0,0,0,0,0,0
How does the online ad gold rush impact your Web 2.0 site?,http://andrewchenblog.com/2007/05/17/how-does-the-online-ad-gold-rush-impact-your-web-20-site/,"
    Written by Andrew Chen 
    May 17th, 2007 at 5:00 pm",0,0,0,0,0,0
Forget advertising – is virtual goods the killer revenue model for Web 2.0?,http://andrewchenblog.com/2007/05/16/forget-advertising-is-virtual-goods-the-killer-revenue-model-for-web-20/,"
    Written by Andrew Chen 
    May 16th, 2007 at 11:09 pm",0,0,0,0,0,0
Happy Mother’s Day,http://andrewchenblog.com/2007/05/14/happy-mothers-day/,"
    Written by Andrew Chen 
    May 14th, 2007 at 12:20 am",0,0,0,0,0,0
Need a solid Web 2.0 business idea? Go upstream from a proven model,http://andrewchenblog.com/2007/05/13/need-a-solid-web-20-business-idea-go-upstream-from-a-proven-model/,"
    Written by Andrew Chen 
    May 13th, 2007 at 11:35 pm",0,0,0,0,0,0
Cracking the code: Analyzing viral strategies,http://andrewchenblog.com/2007/05/12/cracking-the-code-analyzing-viral-strategies/,"
    Written by Andrew Chen 
    May 12th, 2007 at 12:51 am",0,0,0,0,0,0
Adwords is not enough for success on the consumer web,http://andrewchenblog.com/2007/05/12/adwords-is-not-enough-for-success-on-the-consumer-web/,"
    Written by Andrew Chen 
    May 12th, 2007 at 12:31 am",0,0,0,0,0,0
Random drawings (that I made!),http://andrewchenblog.com/2007/05/10/random-drawings-that-i-made/,"
    Written by Andrew Chen 
    May 10th, 2007 at 9:50 am",0,0,0,0,0,0
"How to fool VCs into thinking you have traction, Part 3",http://andrewchenblog.com/2007/05/10/how-to-fool-vcs-into-thinking-you-have-traction-part-3/,"
    Written by Andrew Chen 
    May 10th, 2007 at 12:05 am",0,0,0,0,0,0
In Seattle next week (17-20),http://andrewchenblog.com/2007/05/08/in-seattle-next-week-17-20/,"
    Written by Andrew Chen 
    May 8th, 2007 at 5:27 pm",0,0,0,0,0,0
Level up for features instead of freemium?,http://andrewchenblog.com/2007/05/08/level-up-for-features-instead-of-freemium/,"
    Written by Andrew Chen 
    May 8th, 2007 at 12:49 am",0,0,0,0,0,0
"How to fool VCs into thinking you have traction, Part 2",http://andrewchenblog.com/2007/05/08/how-to-fool-vcs-into-thinking-you-have-traction-part-2/,"
    Written by Andrew Chen 
    May 8th, 2007 at 12:32 am",0,0,0,0,0,0
Tripbase – an interesting travel concept,http://andrewchenblog.com/2007/05/07/tripbase-an-interesting-travel-concept/,"
    Written by Andrew Chen 
    May 7th, 2007 at 5:07 pm",0,0,0,0,0,0
The most sophisticated ad unit I’ve seen in a long time,http://andrewchenblog.com/2007/05/06/the-most-sophisticated-ad-unit-ive-seen-in-a-long-time/,"
    Written by Andrew Chen 
    May 6th, 2007 at 11:35 pm",0,0,0,0,0,0
"How to fool VCs into thinking you have traction, Part 1",http://andrewchenblog.com/2007/05/05/how-to-fool-vcs-into-thinking-you-have-traction-part-1/,"
    Written by Andrew Chen 
    May 5th, 2007 at 9:37 pm",0,0,0,0,0,0
Why is TextAmerican imploding?,http://andrewchenblog.com/2007/05/03/why-is-textamerican-imploding/,"
    Written by Andrew Chen 
    May 3rd, 2007 at 4:15 pm",0,0,0,0,0,0
What’s your Web 2.0 website worth?,http://andrewchenblog.com/2007/05/02/whats-your-web-20-website-worth/,"
    Written by Andrew Chen 
    May 2nd, 2007 at 11:55 pm",0,0,0,0,0,0
Digg for developers,http://andrewchenblog.com/2007/05/02/digg-for-developers/,"
    Written by Andrew Chen 
    May 2nd, 2007 at 6:02 pm",0,0,0,0,0,0
Is Facebook killing dating sites?,http://andrewchenblog.com/2007/05/02/is-facebook-killing-dating-sites/,"
    Written by Andrew Chen 
    May 2nd, 2007 at 11:25 am",0,0,0,0,0,0
Hanging out at CHI this week…,http://andrewchenblog.com/2007/05/01/hanging-out-at-chi-this-week/,"
    Written by Andrew Chen 
    May 1st, 2007 at 10:48 pm",0,0,0,0,0,0
Rule of thumb: Is 1-9-90 really correct?,http://andrewchenblog.com/2007/04/27/rule-of-thumb-is-1-9-90-really-correct/,"
    Written by Andrew Chen 
    April 27th, 2007 at 10:37 am",0,0,0,0,0,0
"How do you find a badass co-founder, Part 2",http://andrewchenblog.com/2007/04/26/how-do-you-find-a-badass-co-founder-part-2/,"
    Written by Andrew Chen 
    April 26th, 2007 at 11:46 pm",0,0,1,1,0,1
Two cool videos about mobile computers of the future,http://andrewchenblog.com/2007/04/25/two-cool-videos-about-mobile-computers-of-the-future/,"
    Written by Andrew Chen 
    April 25th, 2007 at 6:53 pm",0,0,0,0,0,0
Google: A tale of two graphs,http://andrewchenblog.com/2007/04/25/google-a-tale-of-two-graphs/,"
    Written by Andrew Chen 
    April 25th, 2007 at 6:43 pm",0,0,0,0,0,0
Widgets = ad networks,http://andrewchenblog.com/2007/04/25/widgets-ad-networks/,"
    Written by Andrew Chen 
    April 25th, 2007 at 1:26 am",0,0,0,0,0,0
Next couple days in LA for EconSM…,http://andrewchenblog.com/2007/04/25/next-couple-days-in-la-for-econsm/,"
    Written by Andrew Chen 
    April 25th, 2007 at 12:38 am",0,0,0,0,0,0
Revenue implications of non-sticky websites,http://andrewchenblog.com/2007/04/23/revenue-implications-of-non-sticky-websites/,"
    Written by Andrew Chen 
    April 23rd, 2007 at 10:00 am",0,0,0,0,0,0
Is Google the next Wal-Mart?,http://andrewchenblog.com/2007/04/22/is-google-the-next-wal-mart/,"
    Written by Andrew Chen 
    April 22nd, 2007 at 12:14 pm",0,0,0,0,0,0
Entrepreneur-in-Residence in 3 flavors,http://andrewchenblog.com/2007/04/18/entrepreneur-in-residence-in-3-flavors/,"
    Written by Andrew Chen 
    April 18th, 2007 at 10:24 am",0,0,0,0,0,0
VentureBeat covers new MDV website,http://andrewchenblog.com/2007/04/18/venturebeat-covers-new-mdv-website/,"
    Written by Andrew Chen 
    April 18th, 2007 at 9:48 am",0,0,0,0,0,0
"Man, I’m kind of bored by the Web 2.0 conference…",http://andrewchenblog.com/2007/04/17/man-im-kind-of-bored-by-the-web-20-conference/,"
    Written by Andrew Chen 
    April 17th, 2007 at 1:03 pm",0,0,0,0,0,0
How to win at Rock Paper Scissors,http://andrewchenblog.com/2007/04/16/how-to-win-at-rock-paper-scissors/,"
    Written by Andrew Chen 
    April 16th, 2007 at 8:04 am",0,0,0,0,0,0
How long will the investing bubble last?,http://andrewchenblog.com/2007/04/16/how-long-will-the-investing-bubble-last/,"
    Written by Andrew Chen 
    April 16th, 2007 at 12:19 am",0,0,0,0,0,0
7 ways to define an emotionally engaging product,http://andrewchenblog.com/2007/04/15/7-ways-to-define-an-emotionally-engaging-product/,"
    Written by Andrew Chen 
    April 15th, 2007 at 11:57 pm",0,0,0,0,0,0
Are you good at picking consumer media companies?,http://andrewchenblog.com/2007/04/15/are-you-good-at-picking-consumer-media-companies/,"
    Written by Andrew Chen 
    April 15th, 2007 at 12:06 pm",0,0,0,0,0,0
Where to find startup ideas for the “Average Joe”,http://andrewchenblog.com/2007/04/15/where-to-find-startup-ideas-for-the-average-joe/,"
    Written by Andrew Chen 
    April 15th, 2007 at 1:09 am",0,0,0,0,0,0
Couple great weekend videos,http://andrewchenblog.com/2007/04/14/couple-great-weekend-videos/,"
    Written by Andrew Chen 
    April 14th, 2007 at 10:17 pm",0,0,0,0,0,0
10 obvious strategies to ruthlessly acquire users,http://andrewchenblog.com/2007/04/13/10-obvious-strategies-to-ruthlessly-acquire-users/,"
    Written by Andrew Chen 
    April 13th, 2007 at 7:57 pm",0,2,19,5,0,2
New website I’ve been using…,http://andrewchenblog.com/2007/04/13/new-website-ive-been-using/,"
    Written by Andrew Chen 
    April 13th, 2007 at 6:33 pm",0,0,0,0,0,0
LinkedIn Network on #1 ad opportunity,http://andrewchenblog.com/2007/04/11/linkedin-network-on-1-ad-opportunity/,"
    Written by Andrew Chen 
    April 11th, 2007 at 6:44 pm",0,0,0,0,0,0
What’s the #1 opportunity in online advertising?,http://andrewchenblog.com/2007/04/10/whats-the-1-opportunity-in-online-advertising/,"
    Written by Andrew Chen 
    April 10th, 2007 at 4:07 pm",0,0,0,0,0,0
The myth of the 7 day product,http://andrewchenblog.com/2007/04/10/the-myth-of-the-7-day-product/,"
    Written by Andrew Chen 
    April 10th, 2007 at 3:12 pm",0,0,0,0,0,0
How to build a product in 7 days,http://andrewchenblog.com/2007/04/07/how-to-build-a-product-in-7-days/,"
    Written by Andrew Chen 
    April 7th, 2007 at 2:03 am",0,0,0,0,0,0
On the topic of humanizing people…,http://andrewchenblog.com/2007/04/04/on-the-topic-of-humanizing-people/,"
    Written by Andrew Chen 
    April 4th, 2007 at 10:54 am",0,0,0,0,0,0
24 hours into Twitter,http://andrewchenblog.com/2007/04/03/24-hours-into-twitter/,"
    Written by Andrew Chen 
    April 3rd, 2007 at 9:21 pm",0,0,0,0,0,0
Stupid twitter,http://andrewchenblog.com/2007/04/02/stupid-twitter/,"
    Written by Andrew Chen 
    April 2nd, 2007 at 10:31 pm",0,0,0,0,0,0
Quick thought on eyeballs versus dollars…,http://andrewchenblog.com/2007/04/01/quick-thought-on-eyeballs-versus-dollars/,"
    Written by Andrew Chen 
    April 1st, 2007 at 12:27 am",0,0,0,0,0,0
Eyeballs versus dollars: What should startups focus on?,http://andrewchenblog.com/2007/03/31/eyeballs-versus-dollars-what-should-startups-focus-on/,"
    Written by Andrew Chen 
    March 31st, 2007 at 11:16 pm",0,0,0,0,0,0
Article in the NYT on games for older adults,http://andrewchenblog.com/2007/03/30/article-in-the-nyt-on-games-for-older-adults/,"
    Written by Andrew Chen 
    March 30th, 2007 at 10:47 am",0,0,0,0,0,0
How do you find a badass co-founder?,http://andrewchenblog.com/2007/03/26/how-do-you-find-a-badass-co-founder/,"
    Written by Andrew Chen 
    March 26th, 2007 at 12:11 pm",0,4,40,11,0,0
